0.635704,1.792898,0.241619
0.217144,1.111760,1.281977
2.055538,2.454862,1.952716
0.262801,0.578377,1.273253
0.556938,1.800539,0.353203
2.686571,4.837249,3.598708
0.179482,0.947572,0.659481
0.200071,0.947973,0.476686
1.855717,3.359521,4.105268
0.802509,1.437806,2.120207
2.552464,4.735711,3.926305
0.306869,0.966030,0.650107
0.230590,1.204533,1.450416
0.342727,0.586461,1.186106
0.262439,0.616046,0.674422
0.729829,2.605835,2.533518
0.415360,1.373600,1.243897
0.048964,0.605356,0.777491
0.250685,0.948980,0.456140
0.326782,1.159192,1.197157
0.155396,1.324205,1.394706
0.469050,0.620547,0.850251
1.833053,3.737766,2.320063
1.519195,3.868838,2.086116
0.405487,1.451103,1.103977
0.294366,0.958133,1.053628
0.586052,1.796693,0.571407
0.134884,0.613998,1.174127
0.254526,0.975781,0.414664
0.140755,0.617773,0.719278
0.942338,1.868725,2.293444
0.125345,0.604905,0.835804
4.479808,7.268377,7.239102
0.870505,0.671029,1.876415
0.257849,0.963946,0.676307
0.601744,2.574845,1.312257
1.380975,4.743959,2.609324
0.102265,0.619597,0.811480
0.143389,0.611672,0.745964
0.703418,2.394691,2.170811
0.314539,1.408977,1.883305
0.131063,0.579025,0.952736
0.228705,0.978057,0.539136
0.217200,0.973119,0.825962
0.241233,0.950625,0.884390
2.089559,4.160717,4.121162
0.239335,0.595765,0.970194
0.353594,0.955102,0.588377
0.313538,0.978004,0.971320
2.888334,3.993094,5.517606
1.879019,4.234241,2.567845
0.653756,0.930942,0.695973
0.172601,0.631939,1.026333
0.318271,0.961719,1.203995
0.256103,0.968340,0.517162
3.283382,6.046246,3.426243
0.070544,0.558498,0.977444
0.647176,0.612785,1.049028
0.428024,0.996976,0.729238
0.886481,0.947447,1.354672
0.187797,0.949068,0.609237
2.693945,3.965323,3.166811
0.666758,2.571343,1.806711
0.460780,0.596164,0.994498
0.255851,0.959894,0.372662
0.469856,1.101452,1.987693
0.079408,0.600289,1.124194
