0.101976,1.187289,0.821069
0.135871,2.067112,1.372176
0.682243,3.399987,2.581464
0.371392,1.517905,1.895068
0.168150,1.513103,1.191105
0.192897,1.540399,1.544337
1.180119,3.852678,3.307749
0.138302,1.385085,0.890962
0.107527,1.217778,1.053769
0.195087,1.722715,0.335951
0.442589,1.530071,1.395611
0.076457,1.214532,0.727821
0.237982,1.356708,1.423210
0.351627,2.101540,1.706902
0.171893,1.166277,0.786979
0.172235,1.470367,1.267064
0.515638,1.223998,0.979714
0.360496,1.235852,1.408990
0.156171,1.738399,0.503025
0.153149,1.226531,1.154471
0.212968,1.186773,0.672894
0.249986,2.053513,1.189539
0.202757,1.919734,1.272892
0.963402,3.628518,2.188853
0.506857,1.963224,1.709925
0.181376,1.112293,1.243202
0.417001,2.076235,0.955991
0.612294,1.375500,1.526760
0.126632,1.199702,0.904449
0.198667,1.717691,0.516053
0.938469,2.612501,0.859358
0.071585,1.227045,0.724640
0.150182,2.071350,1.298516
0.552072,3.677735,1.938975
0.189982,1.681089,0.511812
0.287548,2.002140,1.873134
0.338362,1.219963,0.939951
0.136722,1.208282,0.612540
0.145703,1.173532,0.778890
0.369707,2.005848,0.937105
0.561527,2.181188,1.322656
0.126144,1.187459,0.643128
0.357716,1.257852,0.958346
0.369414,1.557430,1.820602
0.352192,2.042059,1.777999
0.364882,2.452344,0.655617
0.227575,1.923529,1.315141
0.262998,1.148763,0.832251
0.771826,1.184959,1.476284
0.119419,1.409601,0.999708
0.288366,1.208412,0.752853
0.496444,2.074414,1.903255
0.241042,1.323913,1.318911
0.211570,1.200883,0.733929
0.671082,2.604083,0.906355
0.191514,1.584940,0.978233
0.241981,1.381568,1.615869
0.398522,1.994956,1.548067
0.602295,1.191902,1.412618
0.162284,1.103500,0.924823
0.158845,1.661481,0.442064
0.203132,1.667225,1.268551
0.287802,1.216885,1.234815
0.541439,1.980001,1.929421
1.385094,2.608702,1.686741
0.555887,1.682789,0.540289
0.156679,1.244794,0.718319
0.181695,2.038313,0.407365
0.556591,1.340083,1.236459
0.022682,1.188297,0.753618
0.432448,1.235937,1.071126
0.294502,1.321219,0.837405
0.230338,1.135162,0.769901
0.470572,1.551974,1.611988
0.548578,2.038864,1.587626
0.272056,2.071424,1.748547
1.077941,2.599199,0.667331
0.189823,1.206571,1.252022
0.185216,1.215933,0.704869
0.641056,2.003834,0.940233
0.954254,2.863148,1.047092
2.599515,1.453175,2.118765
0.255883,1.706377,0.385517
0.233304,1.657811,0.529679
0.329722,2.061084,1.199905
0.359189,1.483724,1.932729
0.892248,3.020565,1.301502
0.159150,1.140082,0.752231
0.627200,1.212467,1.517303
0.362129,2.030592,1.265950
0.097208,1.208092,0.771086
0.242815,1.176872,0.670110
0.045032,1.190155,0.671837
0.272727,1.320452,1.152123
0.559262,2.341681,0.551254
0.166683,1.249777,1.012992
0.271080,2.115490,1.420065
0.496245,2.344370,1.745123
0.287938,1.675924,0.467220
0.365547,2.018507,0.708627
0.291160,2.006598,0.806315
0.486586,1.612360,1.733785
0.162214,1.186338,0.812373
0.317306,1.659459,0.392360
0.139434,1.654437,0.468767
0.342517,1.311552,1.363893
0.280981,1.147302,1.390826
0.384912,1.534248,1.462964
0.202229,2.190913,1.299159
0.458420,1.691753,1.118395
0.610477,2.887645,0.616340
0.313394,1.682773,0.448041
0.715273,1.667994,1.286348
0.550003,1.638984,0.886198
0.355301,1.356385,1.448951
0.339266,1.765419,1.175621
0.074112,1.360280,0.883604
0.083438,1.272883,0.656015
0.319116,1.267779,1.383868
0.268185,2.074372,1.756658
0.193535,1.363375,1.000271
0.741445,2.558048,0.585339
0.050401,1.355038,0.828222
0.637397,3.600438,1.910732
0.093467,1.161440,0.833518
0.298135,2.049579,1.633990
0.155968,2.051307,1.309479
0.406380,1.741789,0.359667
0.627906,2.043563,2.428838
1.045594,4.206395,3.091397
0.362200,2.032429,0.467349
0.587140,2.647243,0.404844
0.289227,1.179307,1.223105
0.297781,1.187647,0.887896
0.260526,1.244886,0.656402
0.086400,1.298128,0.756127
0.549252,1.653004,1.514042
0.307185,1.665349,0.361380
0.324246,1.534718,1.683175
0.443899,2.127929,1.616376
0.333290,1.405211,1.055457
0.094609,1.279362,1.084509
0.277026,1.636494,0.566235
0.291018,1.201657,1.009651
0.315734,1.542634,1.790231
0.254206,2.035034,0.427701
0.142562,1.147615,0.907457
0.147587,1.204125,1.056726
0.179473,1.361282,1.067842
0.825245,1.704741,1.002391
0.453641,1.228524,0.951515
0.155580,1.232905,0.851819
0.179700,1.272149,0.535896
0.191277,1.313404,1.076724
0.293393,2.098595,0.220527
0.688156,1.334707,1.715642
0.639328,1.345811,1.033645
0.230875,2.093468,1.219784
0.436030,1.716068,0.436279
2.034601,4.643390,2.796540
0.756348,1.238417,1.813232
0.550267,2.609684,0.421319
0.334232,1.643094,0.642480
0.550507,2.583107,0.282471
0.201944,1.749106,1.300744
0.251778,1.950270,1.191936
0.567542,2.887578,0.654808
0.260867,1.373736,0.554070
0.320582,2.013810,1.323156
0.199504,1.234027,0.895037
0.213423,2.046418,1.387322
0.240924,1.771057,1.547029
0.674687,1.378228,1.656062
1.598922,2.888593,1.392932
0.317075,1.173330,0.863423
0.185077,1.098023,0.986226
0.533256,3.588172,1.999454
0.108551,1.274700,0.684599
0.505580,2.577589,0.421473
0.380860,1.722485,1.111728
0.654492,1.647956,1.170423
0.242794,1.974573,1.586782
0.124497,1.170012,0.799165
0.224345,1.675798,0.366949
0.334331,1.708492,0.409079
0.093625,1.260658,0.896467
0.087826,1.143723,0.753445
0.426943,1.745181,1.605752
0.434407,1.381043,0.889279
0.546930,2.076545,1.644460
0.138957,1.392109,0.875003
0.225275,2.052516,1.224049
0.269317,1.226185,0.647137
0.282512,1.653309,0.677184
1.578124,2.611389,1.199972
0.249246,2.029410,0.614096
0.209111,1.196417,0.749823
0.650658,2.589901,0.326074
0.246978,2.173084,1.357891
0.376848,1.488447,1.734714
0.494480,1.097365,1.043536
0.185773,1.218838,1.069344
0.162639,1.214281,0.926094
0.146927,1.226586,0.744512
0.154833,1.447455,1.142456
0.343903,1.633024,0.567467
0.312334,2.059685,1.288868
0.238848,1.721099,0.955603
2.932240,2.239205,3.180421
0.313530,1.509065,1.352061
0.775337,2.590125,1.078027
0.152744,1.190040,0.741824
0.799900,3.519133,2.298141
0.474891,1.547104,1.987775
0.363187,1.642006,0.492843
0.212304,1.144857,0.871859
0.497997,2.173666,1.946788
0.301765,2.099143,1.093193
0.446661,1.232893,0.925675
0.358874,1.532702,1.494648
0.480733,1.353877,1.424876
0.137255,1.372481,0.705087
0.661191,3.556559,2.477220
0.118509,1.188218,0.978722
0.469588,1.170732,1.471796
0.176413,1.159715,0.934358
0.225044,1.205411,0.798971
0.254335,1.643733,0.580918
1.244629,3.057155,2.338498
0.532565,1.900205,1.497418
0.324017,1.624600,0.282672
0.318679,2.068160,0.521953
0.576370,1.725112,0.799684
0.361544,2.144458,1.797682
0.456280,1.432433,1.813933
0.691879,3.007787,2.563692
0.680921,2.573444,0.782944
0.287819,1.628634,0.510856
0.206198,1.867799,1.281076
0.230718,1.446337,1.267940
0.400905,2.219632,1.866451
0.246950,1.112338,1.392664
0.311000,1.462290,1.536194
0.373560,1.673638,0.448176
0.468973,1.636453,1.529008
0.234240,1.645391,0.402143
0.271198,1.713517,0.827999
0.221252,2.038501,1.494209
0.331592,1.644270,0.437128
0.154669,1.137967,0.691709
0.800434,3.005137,0.631908
0.529009,2.341778,1.098255
0.330128,1.647619,0.542602
0.090779,1.373510,0.831573
0.043133,1.214856,0.773652
0.090472,1.185615,0.825826
0.380595,1.148361,1.089497
0.106298,1.208054,0.885034
0.175549,2.258515,1.517876
0.200658,2.003164,0.546268
0.639522,2.017554,1.730075
0.554266,1.190134,1.128591
0.172470,2.034926,1.413112
0.177582,2.034442,1.163105
0.545765,1.495448,1.949068
1.307005,3.027670,1.488428
0.206758,2.024275,1.420386
0.360797,1.160789,0.995655
1.125536,4.341087,2.977908
0.334630,1.543683,1.853099
0.314266,1.645577,1.017668
0.518832,2.056624,1.326327
0.147357,1.190526,0.837855
0.835921,3.157592,2.553268
0.605592,1.917234,2.088849
1.046743,3.331115,2.174031
0.474719,2.148470,0.622524
0.229675,1.358664,1.138513
0.152948,1.192078,0.600942
0.218905,1.143589,1.151784
